id,text,dataset_name,category
141,"案例：消費者透過仲介公司租賃房屋，並支付定金25,500元予仲介，惟尚未簽訂租賃契約，消費者嗣後決定不承租，請求仲介退還定金，惟仲介公司認為應按民法第249條第2款予以沒收，雙方協議不成，遂生爭議。解決：本局依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，經該公司多次聯繫消費者未果，後經本局聯繫消費者，並由仲介公司退還25,500元定金予消費者後，雙方達成和解，圓滿解決消費爭議。",糾紛案例,金錢與費用相關
142,案例：消費者透過仲介公司租賃房屋，並已支付訂金，且於看屋時曾與仲介確認房屋權狀面積為13坪，嗣後丈量發現該屋面積只有8坪，故消費者請求仲介退還全數訂金，仲介退還訂金後隔日反悔，要求消費者返還訂金，遂生爭議。解決：本局依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，仲介業者同意不再請消費者返還訂金，達成和解，圓滿解決消費爭議。,糾紛案例,金錢與費用相關
143,案例：消費者透過仲介公司帶看租屋，消費者向仲介表示該屋內有4處須改善，改善後即有意願承租，仲介表示會請屋主改善並要求先支付半個月租金(7500元)當作斡旋金，並表示案件談不成時會將斡旋金返還。之後房東表示可以改善其中三項，故消費者表示沒有意願承租，請求仲介返還斡旋金，但仲介表示斡旋金已付給房東無法退還，遂生爭議。解決：案經依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，經公司向屋主與消費者協調，協議屋主返還訂金的2分之1(3750元)予消費者，消費者同意接受，圓滿解決消費爭議。,糾紛案例,金錢與費用相關
144,案例：消費者透過仲介業租屋並給付定金1萬元，嗣後屋主突表示不願承租，消費者主張應依民法之規定雙倍賠償定金，衍生爭議。解決：案經依消費者保護法第43條規定，函請仲介業者妥適處理，調解後買賣雙方達成和解，並退還定金1萬元。,糾紛案例,金錢與費用相關
145,案例：消費者透過仲介業者租屋，於支付定金後發現屋內有漏水情事，主張業者未告知房屋瑕疵，拒絕簽訂租賃契約，並要求返還定金遭拒，遂生消費爭議。解決：案經函請仲介業者依消費者保護法第43條規定於15日內妥處，業者表示租賃契約不簽訂，而消費者同意屋主已沒入之定金由業者返還部分，另一部分之定金約定未來再次透過業者租屋時折讓，雙方達成和解。,糾紛案例,金錢與費用相關
146,案例：消費者透過仲介業者承租房屋，簽定租賃契約並支付定金，嗣後房東反悔不出租，退回定金，惟消費者主張應依民法第249條規定賠償1倍定金，及為等待房東簽約期間無法承租其他房屋之損失，請求未果，衍生糾紛。解決：案經函請仲介業者依消費者保護法第43條規定於15日內妥處，經協調後，業者表示三方達成協議，房東同意退還消費者全額定金並解除租賃契約，另由業者依民法第249條規定賠償消費者1倍定金作為等待簽約期間之損失補償，消弭糾紛。,糾紛案例,金錢與費用相關
147,案例：消費者透過仲介公司租賃房屋，入住後發現房屋漏水嚴重，屋內設備無法正常使用，屋主另提供未整頓之套房休息，並提出更換房型(A房型與原房型相同需自行補貼差價，B房型為目前暫時居住之套房，雖不用補差價但屋況不佳)或解約(僅退還履約保證金)等解決方案，消費者主張房東需給明確修繕期限與進程，且提供簽約對等房型換房，於修繕期間住宿差價應由房東自行吸收，若房東想單方強行提前解約需給付兩個月租金為賠償金，未獲共識，遂生爭議。解決：案經依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，經仲介公司及消費者至財團法人崔媽媽基金會協調，協調結果雙方同意終止租約，並退還2個月押金，雙方達成和解。,糾紛案例,使用限制與修繕維護
148,案例：消費者透過仲介公司承租房屋，議定租金後，立即支付1.5萬元予仲介，其中1萬元為仲介服務報酬費用，餘5千元為房屋定金，事後消費者因個人因素無法承租，並向仲介請求退回服務費1萬元，惟仲介表示消費者支付之1.5萬元皆為定金，無法退還，遂生爭議。解決：案經依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，經仲介與消費者協調結果不成後，由本局主動聯繫並釐清消費者所支付之1.5萬元實際性質後，仲介同意退還1萬元服務費予消費者，圓滿解決消費爭議。,糾紛案例,金錢與費用相關
149,案例：消費者透過仲介公司承租房屋，並已支付1個月租金和2個月押金共6.6萬元，入住後發現房東未依簽約前約定准其遷入戶籍，於居住1個月後決定退租，請求仲介退還服務費2萬元、房東退還2個月押金及負擔搬遷費未果，遂生爭議。解決：案經本局依消費者保護法第43條規定，函請仲介公司於15日內妥適處理後，雙方協議提前終止租約，並由房東退還2個月押金4.4萬元、仲介公司退還服務費2萬元予房客，並簽立解約協議書，圓滿解決消費爭議。,糾紛案例,金錢與費用相關
150,"案例：消費者透過仲介公司租屋，原給付斡旋金1萬2千元委託議價，如有成交轉成服務報酬，後因與房東對租賃時間點有爭議，未簽立契約書，業者雖口頭同意返還斡旋金，但遲未給付，衍生爭議。解決：案經依消費者保護法第43條規定，函請仲介業者於15日內妥適處理，雙方調解成立，業者於斡旋金中退還5,000元，另7,000元沒入作為服務報酬費。",糾紛案例,金錢與費用相關
151,案例：消費者透過仲介公司承租房屋，簽訂租賃契約並已支付2個月押金，事後業者表示房東片面解約，且未支付提前解約之違約金，消費者主張業者應協調依約入住或房東依約賠償，遂生爭議。解決：案經依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，並由地政局向消費者與業者溝通聯繫後，業者協調消費者與房東簽訂終止房屋租賃協議書，由房東退還押金、提前終止租約違約金及購買傢俱費用等計7萬4千元予消費者，圓滿解決爭議。,糾紛案例,租約終止與返還
152,案例：消費者透過仲介公司租屋並支付押金9千500元，主張承租2個月多期間，每日半夜噪音吵雜無法正常睡眠，且租屋前業者與屋主均未告知樓下為KTV，請求終止租約，遂生爭議。解決：依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，經業者與雙方協調後簽立和解書，由屋主退還50%押金計4千750元，並解除契約，圓滿解決消費爭議。,糾紛案例,租約終止與返還
153,案例：消費者透過仲介業者租賃房屋，嗣後因地震造成頂樓坍塌破洞且屋內有龜裂情形，業者要求提前終止租約並請消費者立即搬離，致生糾紛。解決：案經函請仲介業者依消費者保護法第43條規定於15日內妥處，並經地政局協調達成協議，房東同意返還2個月押金並免收取搬離該月份之租金，另業者協助消費者退租且不收取仲介服務費，消弭糾紛。,糾紛案例,租約終止與返還
